ID;title;cat;lat;lng;count;weeks
84;晋阳饭庄(珠市口店);2;39.88826164;116.3812634;268;6;4;3;4;4;6;3;4;4;6;5;2;2;4;4;4;5;6;3;5;3;6;6;4;5;5;6;5;7;5;6;7;7;5;5;6;6;6;6;6;6;7;7;6;5;3;6;6;7;7;7;5
85;纪晓岚故居;3;39.88848154;116.3814133;133;4;1;0;0;4;0;2;0;4;1;3;2;5;3;3;2;0;3;1;3;3;4;4;1;3;3;2;1;2;3;3;5;4;3;3;2;3;2;4;3;4;4;3;5;3;4;2;0;3;3;2;1
86;石头胡同;6;39.89004159;116.3836515;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;3;1;0;0;1;0;0;0;0;1;1;0;0
87;北京市第九十五中学;5;39.88968063;116.3828322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;98烧烤;2;39.88869935;116.3816941;64;3;2;0;0;0;1;1;0;1;1;2;0;1;0;2;0;1;2;2;3;1;2;2;2;3;3;0;0;4;2;2;2;5;1;2;0;3;4;0;0;1;1;0;0;0;0;0;1;0;0;0;1
89;北京轻联富润吉兴宾馆;4;39.89089959;116.384691;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
90;丰泽园饭庄 珠市口总店;2;39.88926807;116.3885395;232;8;6;5;6;5;6;6;7;5;2;5;4;5;4;3;4;5;6;3;3;6;3;4;6;4;4;2;3;2;3;4;5;4;5;6;4;5;3;5;5;3;3;4;4;5;4;5;4;5;4;6;4
91;爱义行汽车服务珠市口店;4;39.88886908;116.3859706;42;1;0;3;2;1;1;2;0;0;2;0;1;1;1;1;0;1;1;0;2;0;1;1;1;0;1;0;1;0;3;2;0;0;0;0;0;2;1;0;1;0;1;0;2;0;0;2;1;1;0;0;1
92;曲芳餐厅;2;39.88913857;116.38716;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
93;煤市街南口;6;39.88979796;116.3887893;28;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;3;2;1;1;2;2;3;4;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
