ID;weibo_poiid;;dianping_id;;category;weibo_title;dianping_title;address;dianping_addr;dianping_tag;dianping_tag_2;2015 bjdw event no.;lat;lon;lat_wgs;lng_wgs;lat_BD;lng_BD;weibo count;dianping count;combined_count
155;;;6612404;;4;新升宾馆;;;朱家胡同6号;经济型;前门;;;;39.89242875;116.3864249;39.900155;116.39906;;4;4
156;;;6039873;;4;悦华清旅馆;;;前门大栅栏西街(观音寺街)14号;客栈旅舍;前门;;;;39.89397684;116.3878196;39.901712;116.400451;;1;1
157;;;24107065;;4;快艇酒店;;;大栅栏街道大栅栏西街87号;经济型;前门;;;;39.89292502;116.3849171;39.900639;116.397555;;3;3
158;;;48189058;;4;新羽婷美发沙龙;;;大栅栏西街3号;美发;西城区;;;;39.89436253;116.3880593;39.902099;116.40069;;1;1
159;;;5476771;;2;李家包子铺;;;大栅栏西街铁树斜街5号;小吃快餐;前门;;;;39.89280423;116.3845512;39.900515;116.39719;;1;1
160;;;3623797;;4;五联宾馆;;;大栅栏西街41号;经济型;前门;;;;39.89374915;116.3865593;39.901476;116.399193;;1;1
161;;;6039904;;1;雪满天超市;;;前门大栅栏西街9号;超市/便利店;前门;;;;39.89430834;116.3879191;39.902044;116.40055;;2;2
162;;;21945416;;2;Beers89;;;大栅栏西街89号;酒吧;东城区;;;;39.89308309;116.3850295;39.900798;116.397667;;25;25
163;;;9041551;;4;5D疯狂体验;;;大栅栏西街73号;游乐游艺;前门;;;;39.8933285;116.3854637;39.901047;116.3981;;60;60
164;;;6612375;;4;大力宾馆;;;大力胡同17号;经济型;前门;;;;39.89233952;116.3873195;39.900072;116.399953;;5;5
165;;;6039864;;1;花之蕊鞋店;;;前门大栅栏西街23号;服饰鞋包;前门;;;;39.89407714;116.3872999;39.901809;116.399932;;1;1
166;;;17134142;;4;中国移动;;;大栅栏西街64号;通信营业厅;菜市口;;;;39.89323511;116.3860098;39.900958;116.398645;;2;2
167;;;24630342;;2;重庆小面;;;大栅栏西街25号;小吃快餐;前门;;;;39.8940566;116.3872297;39.901788;116.399862;;2;2
168;;;21159211;;1;镂艺轩手工剪纸;;;大栅栏杨梅树斜街6号;京味儿购物;西城区;;;;39.89450162;116.3872461;39.902233;116.399878;;1;1
169;;;3623803;;4;鑫港宾馆;;;大栅栏西街12号;经济型;前门;;;;39.89400331;116.3879088;39.901739;116.40054;;2;2
170;;;19630202;;2;瑞丝琳＊西餐啤酒花园(总店);;;大栅栏西街88号;西餐;前门;;;;39.89309289;116.3855296;39.900812;116.398166;;155;155
171;;;18575829;;2;马迭尔.1906.MODERN(大栅栏店);;;大栅栏西街98号;面包甜点;前门;;;;39.89303207;116.3853843;39.90075;116.398021;;83;83
172;;;4682426;;2;果味豆浆;;;大栅栏西街36号;面包甜点;前门;;;;39.89391235;116.3869631;39.901642;116.399596;;8;8
173;;;24324925;;2;大栅栏茶馆;;;大栅栏西街1号二层张一元茶馆;茶馆;前门;;;;39.89438319;116.3881184;39.90212;116.400749;;20;20
174;;;24016570;;4;洗衣邦(虎坊桥店);;;大栅栏铁树斜街115号;洗衣店;虎坊桥;;;;39.89097905;116.3801982;39.898643;116.392851;;1;1
175;;;3611311;;4;大宏巷浴池;;;大栅栏大宏巷22号;洗浴;前门;;;;39.896608;116.3865587;39.904334;116.39919;;3;3
