ID;lat;lng;cat;time
0;39.89789286;116.3788241;2;20;54;47;50;54;51;56;54;58;47;59;50;55;55;52;54;55;60;52;58;64;57;53;55;50;59;58;57;57;55;54;56;67;63;66;57;60;59;57;53;63;56;62;65;60;55;58;58;60;55;50;51;36;2
1;39.89826231;116.3795735;4;2;2;1;0;2;0;1;3;2;1;1;1;1;2;1;0;1;1;2;1;3;3;2;3;3;3;2;2;3;2;2;3;1;2;1;2;3;1;3;3;3;1;0;1;0;3;0;4;2;2;2;1;1;1
2;39.89882439;116.3794215;0;1;0;1;1;2;0;5;0;1;2;0;0;0;1;1;2;1;2;0;0;2;1;1;1;1;2;0;1;2;1;2;3;1;0;1;1;1;0;1;1;3;1;0;2;1;1;0;0;2;0;2;1;0;0
3;39.89794316;116.3784045;6;0;0;0;0;1;0;9;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;39.89786316;116.3784145;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;39.89873158;116.3806126;2;2;6;13;3;5;5;10;2;8;7;4;7;7;4;8;6;3;4;5;7;6;7;4;7;8;4;7;2;6;2;7;3;6;4;8;8;7;6;3;5;6;7;6;9;5;7;10;6;4;12;7;5;3;0
6;39.89896976;116.3836405;5;0;0;0;2;2;1;0;2;0;0;1;2;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
7;39.89833817;116.3871188;2;13;37;41;39;39;42;41;36;41;29;28;35;35;38;37;41;36;39;37;35;42;34;37;37;29;31;37;39;35;40;35;38;40;38;44;33;41;33;32;39;41;33;40;35;33;39;36;40;33;36;37;38;28;2
8;39.89887801;116.3874586;6;1;1;1;0;2;6;5;3;1;1;2;3;4;2;3;6;5;5;0;2;0;5;3;1;1;4;3;1;3;4;4;1;0;2;2;3;1;2;0;3;3;2;1;0;3;1;1;0;2;4;5;3;1;1
9;39.89863893;116.3853296;2;2;13;8;12;14;10;12;11;14;9;6;8;4;7;9;5;7;7;4;6;8;6;6;7;11;6;2;4;5;7;9;10;8;9;7;7;5;7;8;11;15;7;12;5;10;9;7;12;6;6;10;7;4;0
10;39.89816817;116.3871369;0;2;4;0;1;0;0;2;2;0;0;1;0;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;2;2;1;2;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;2;1;2
11;39.89829827;116.3868689;2;1;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;2;0;2;0;0;0;1;0;0;1;0;1;0;0
12;39.89833817;116.3871088;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
13;39.89835867;116.3859094;1;0;1;0;1;0;3;0;0;1;1;1;0;1;1;0;0;0;1;0;2;2;1;1;1;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
14;39.89828783;116.3880285;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
15;39.89741219;116.3797934;3;7;15;16;12;14;12;12;5;7;8;8;7;6;5;8;6;10;11;13;14;15;14;9;14;12;9;12;10;9;8;15;15;10;11;10;10;14;11;13;15;12;14;11;12;9;12;14;15;15;17;15;15;10;1
16;39.89654306;116.3786245;5;1;6;7;7;4;6;7;10;7;8;6;4;10;6;3;4;4;2;8;3;4;6;10;7;4;1;2;3;4;3;1;6;5;1;4;6;4;5;5;6;2;4;8;9;12;5;3;6;5;4;9;4;7;0
17;39.89755281;116.3789141;3;0;1;1;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;4;4;3;9;6;4;1;0;2;2;1;3;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;2;3;0;3;1;3;0
18;39.89795129;116.3782366;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;2;0;0;1;1;2;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0
19;39.89755639;116.3789166;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
20;39.89773009;116.3799182;2;1;5;8;9;3;10;9;6;6;1;6;1;3;3;9;8;12;9;7;9;10;9;6;7;5;6;8;6;5;1;4;7;5;4;5;7;5;6;6;2;4;3;5;6;4;2;8;4;8;4;9;9;2;0
21;39.89779194;116.3801331;3;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22;39.89599311;116.3785945;5;0;1;0;0;0;0;3;1;0;1;1;1;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
23;39.89404699;116.3788856;0;0;0;1;0;1;0;0;0;1;1;0;2;1;0;1;2;1;0;0;0;1;2;1;4;0;0;1;0;2;1;0;0;1;1;3;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0
24;39.89659773;116.3790861;5;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;39.8950925;116.3795039;5;0;0;0;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
